feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
1.1517628977275218,0.8787426907723939,-0.43271800282609796,-0.1910974214979957,-1.5763089967712456,0.9019782525839899,0.43327812600437365,-0.02505323115452697,-5.860014000502559,2.968157978502776,0.9761386900669211,0.4232691140025763,2.4032988345575887,-1.0823083865520493,2.9683881416881417,-2.8267335376059686,0.2983385205862983,1.2810426527274121,-5.318676675854961,-0.7012495444040763,1
1.7736311890888208,-0.5506840538034902,-4.076836755259595,-2.2031540792704583,0.15464854323662508,-0.1097264019108517,-0.555109287013863,3.3557087642744303,0.33056203408137147,1.4541558203778733,0.3270752180533076,-0.6117182058686632,1.1469644144702176,-1.4886982094180072,8.08349728301727,-1.281001857835724,-0.8429092820189168,-2.979051155891303,-3.8596184307215964,0.2913744562385839,3
-1.2232427704795774,0.7106552213934049,1.5730276196255462,1.1649349099497321,-0.007674063684503472,3.2920761262610143,-2.177490759976279,1.5505637659235074,-8.526338514481482,0.15731213947089417,0.6776371019248881,-0.4207661112624069,2.488874642093496,-2.3607481429866066,-1.8238086518245091,-0.33848774057025777,-1.9774945695919803,-2.3322627340412545,4.385349336150126,-1.715093347182539,0
3.9924321165581156,-4.128613124750228,0.21519300002739605,-2.2313506844434934,-0.3468639879246106,0.22658147871774947,1.8009002147998996,0.7955418614981145,4.160961273139772,2.6154396803517974,-0.36671766857603316,2.948809566924225,2.5393643972183897,1.521345961819725,2.147329343214536,2.355058810637347,0.7324097560586866,4.475895719758732,1.7449276473088655,-0.12296894663436952,2
2.2258457659818123,-1.4865064905334768,-1.8219740942197569,-2.3351190009419933,0.4219688214334575,-0.31820836781247586,-0.8619736047223122,6.0306896591530235,3.3200410667337463,0.771339417452572,-0.39907053924309327,-2.7292966583720606,1.1575285151499692,-0.8698369528427096,5.950277803645301,2.337313556688023,-2.989607818176488,-5.177631062437102,4.550015957398513,-1.7407006063803354,3
-1.1532304702322531,1.011118193000319,0.8022007993617082,-0.289169956142441,0.26264198787169046,-1.359367684635148,-0.5534386555324089,-1.3765523290075052,-1.8065153854627143,-2.454060426084372,-2.707565693672108,3.05499105062748,-1.194501848743648,-0.4912863371956724,-0.4864346370960947,-0.48142806031629004,0.35878415836584,3.088690975002044,-2.2150561271246505,0.38505516793783434,0
-0.6814032538126089,1.499200579568377,-1.5839714396394586,-0.9309448270275694,0.8656746511673697,2.2764107578382244,-1.2580595575193478,-3.6870591514670927,-2.4313523281898197,-1.599224251850033,0.24260281305494147,3.3955202330248566,3.13789503267687,1.460422024656855,-3.1323598501826053,-0.012432470560743814,-0.37304364906941756,2.6483718322110406,-0.7273958874688744,-0.48171705093552597,1
-2.2608533329918936,1.8883175923937117,1.7353217275734043,-3.2360712831100944,-1.0703205486518375,3.214696626491919,-0.9620007554229764,-6.796731351243159,-5.854263551889831,-3.77471737014932,0.24784628190182476,1.7399069901991595,2.5263222072253066,4.804614645254954,-7.38230246004182,-3.00725329657707,0.9362196502659004,6.155002673936127,0.8489440224401426,0.10269051674858726,1
-0.4196426109325715,-0.5242379874433964,3.1360676734021937,-1.9579161791772512,-0.40231002275272265,-0.9172044558313477,0.48086881331855424,9.331455409087246,-11.55204606670848,-0.7833605173762241,-2.55254015202075,-1.3324934654505385,2.4454648108163983,-6.5178806208321065,6.779614264744068,-0.7845193111226842,-0.761793353370961,0.17994816129129612,-1.3021456807211385,1.2740635835161493,0
-2.6664667700285776,4.667188793135177,-0.04850397016787622,-1.8185644898650049,0.018790511307940762,-2.710122090244366,-2.37120271335384,-3.447550586308669,-7.851110072463838,2.7304166812292574,1.575720450373765,2.4794678089638795,-0.5281453414319148,1.1449820928720036,0.7469637830207801,-0.8870616284220095,-1.8593314400126302,1.2169318018032411,-5.9104458650518685,1.5051959988790395,0
3.7786833692638986,-2.7366706599298447,-1.5694214929194708,0.7875272299880278,-1.4473813334630898,2.9456379529743923,-3.8156430817114653,-1.3053548597218168,1.2622437104209803,2.088634139624485,-0.11358186823078863,1.0832490558020407,3.297577927228356,1.2787666312328647,3.604867593624668,-0.8665219341257553,-1.9804062708093073,-1.9812144558847673,6.530415711905523,0.09127189816757326,3
